#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
23,19,0.17,-4.76,0.00532,1.75e-05,Moderately soluble,-5.08,0.00251,8.25e-06,Moderately soluble,-6.12,0.000228,7.5e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.28,0,0,0,0,0,0.55,0,0,1,2.98
27,15,0.19,-5.22,0.0027,6e-06,Moderately soluble,-6.71,8.79e-05,1.96e-07,Poorly soluble,-7.36,1.97e-05,4.4e-08,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-6.13,0,1,0,2,0,0.55,0,0,2,3.36
27,9,0.59,-4.05,0.0328,8.84e-05,Moderately soluble,-3.82,0.0567,0.000153,Soluble,-5.82,0.000564,1.52e-06,Moderately soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-6.39,0,0,0,0,0,0.55,0,0,1,4.62
19,6,0.69,-2.32,1.27,0.00478,Soluble,-1.91,3.24,0.0122,Very soluble,-3.1,0.213,0.000798,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.03,0,0,0,0,0,0.55,0,0,0,3.21
21,12,0.28,-4.55,0.00838,2.82e-05,Moderately soluble,-4.29,0.0152,5.1e-05,Moderately soluble,-6.89,3.84e-05,1.29e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.29,0,0,0,0,0,0.55,0,0,1,2.93
36,28,0.0,-5.09,0.00429,8.2e-06,Moderately soluble,-6.41,0.000204,3.91e-07,Poorly soluble,-8.64,1.19e-06,2.28e-09,Poorly soluble,Low,No,No,No,No,No,No,No,-7.43,1,2,1,2,1,0.11,0,1,1,3.72
24,10,0.47,-4.76,0.00626,1.73e-05,Moderately soluble,-6.31,0.000179,4.93e-07,Poorly soluble,-5.21,0.00221,6.11e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,No,-5.32,0,0,0,0,0,0.55,0,0,2,3.97
23,12,0.31,-1.81,4.9,0.0156,Very soluble,-0.92,37.8,0.12,Very soluble,-4.03,0.0296,9.42e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.41,0,0,0,0,0,0.55,0,0,0,2.81
32,16,0.38,-5.85,0.000668,1.41e-06,Moderately soluble,-6.33,0.000222,4.71e-07,Poorly soluble,-6.96,5.14e-05,1.09e-07,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.75,0,1,0,0,0,0.55,0,0,2,4.53
27,21,0.05,-5.58,0.0011,2.61e-06,Moderately soluble,-5.5,0.00132,3.14e-06,Moderately soluble,-8.57,1.14e-06,2.71e-09,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-5.75,0,1,0,1,0,0.55,0,0,2,3.58
21,20,0.07,-3.7,0.0548,0.000198,Soluble,-3.7,0.0553,0.000199,Soluble,-5.62,0.000667,2.4e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-6.15,0,0,0,0,0,0.55,0,0,0,3.12
24,11,0.29,-4.41,0.0159,3.88e-05,Moderately soluble,-4.19,0.0264,6.44e-05,Moderately soluble,-6.11,0.000315,7.69e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.74,0,0,0,0,0,0.55,0,0,1,2.92
24,17,0.2,-4.67,0.00698,2.16e-05,Moderately soluble,-4.15,0.0228,7.05e-05,Moderately soluble,-6.88,4.27e-05,1.32e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.46,0,0,0,0,0,0.55,0,0,1,3.03
28,10,0.54,-5.25,0.00218,5.69e-06,Moderately soluble,-5.69,0.000778,2.03e-06,Moderately soluble,-6.48,0.000127,3.32e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.29,0,0,0,0,0,0.55,0,2,2,5.06
28,9,0.48,-3.8,0.0608,0.000158,Soluble,-3.94,0.0446,0.000116,Soluble,-4.24,0.022,5.71e-05,Moderately soluble,High,Yes,No,No,Yes,Yes,No,Yes,-6.76,0,0,0,0,0,0.55,0,1,1,3.98
24,18,0.05,-4.35,0.014,4.45e-05,Moderately soluble,-4.18,0.021,6.67e-05,Moderately soluble,-7.03,2.92e-05,9.25e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-5.6,0,0,0,0,0,0.55,0,0,1,1.81
25,5,0.78,-3.84,0.0556,0.000144,Soluble,-4.67,0.00821,2.13e-05,Moderately soluble,-4.37,0.0165,4.28e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-6.56,0,0,0,0,0,0.55,0,0,1,4.67
25,12,0.24,-4.16,0.0229,6.88e-05,Moderately soluble,-3.91,0.0411,0.000124,Soluble,-5.09,0.00271,8.17e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.96,0,0,0,0,0,0.55,0,0,0,3.96
20,12,0.21,-3.35,0.128,0.000443,Soluble,-3.29,0.148,0.000511,Soluble,-4.85,0.00409,1.41e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-6.48,0,0,0,0,0,0.55,0,0,0,2.56
18,9,0.55,-2.19,1.61,0.0064,Soluble,-2.66,0.554,0.0022,Soluble,-1.51,7.69,0.0306,Soluble,High,No,No,No,No,No,No,No,-7.13,0,0,0,0,0,0.55,0,0,0,2.64
21,15,0.19,-3.03,0.266,0.000928,Soluble,-2.67,0.606,0.00212,Soluble,-4.58,0.00744,2.6e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.75,0,0,0,0,0,0.55,0,0,0,2.71
26,14,0.29,-2.35,1.58,0.00442,Soluble,-3.04,0.326,0.000913,Soluble,-5.97,0.00038,1.06e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-7.85,0,0,0,0,0,0.55,0,0,2,3.09
20,11,0.27,-4.52,0.0101,2.99e-05,Moderately soluble,-4.96,0.00374,1.11e-05,Moderately soluble,-5.58,0.000885,2.62e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-5.6,0,0,0,0,0,0.55,0,1,1,2.34
30,17,0.3,-4.79,0.00689,1.63e-05,Moderately soluble,-4.63,0.00989,2.33e-05,Moderately soluble,-6.93,4.95e-05,1.17e-07,Poorly soluble,High,Yes,Yes,Yes,No,Yes,Yes,Yes,-6.44,0,0,0,0,0,0.55,0,0,1,4.05
32,19,0.2,-5.9,0.000617,1.25e-06,Moderately soluble,-5.7,0.000974,1.97e-06,Moderately soluble,-7.56,1.36e-05,2.75e-08,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-5.97,0,1,0,0,0,0.55,0,0,2,2.84
21,19,0.0,-5.19,0.00231,6.41e-06,Moderately soluble,-4.61,0.0089,2.47e-05,Moderately soluble,-6.96,3.99e-05,1.11e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.65,0,0,0,0,0,0.55,0,1,2,2.51
31,15,0.42,-3.42,0.161,0.000383,Soluble,-3.21,0.259,0.000615,Soluble,-6.82,6.42e-05,1.52e-07,Poorly soluble,High,No,Yes,Yes,Yes,No,Yes,Yes,-7.59,0,0,0,0,0,0.55,0,0,2,3.79
26,15,0.21,-4.53,0.011,2.94e-05,Moderately soluble,-4.7,0.00753,2.01e-05,Moderately soluble,-6.3,0.000186,4.95e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.95,0,0,0,0,0,0.55,0,0,2,2.83
25,11,0.44,-2.9,0.463,0.00126,Soluble,-3.34,0.168,0.000459,Soluble,-4.22,0.0222,6.05e-05,Moderately soluble,High,No,No,No,Yes,No,No,No,-7.42,0,0,0,0,0,0.55,0,0,2,3.17
24,6,0.6,-1.19,23.1,0.0651,Very soluble,-0.42,135.0,0.379,Very soluble,-1.83,5.21,0.0147,Soluble,High,No,No,No,No,No,No,No,-9.27,0,0,0,0,0,0.55,0,0,1,2.9
24,12,0.31,-1.82,5.06,0.0152,Very soluble,-0.89,42.9,0.129,Very soluble,-4.19,0.0217,6.52e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.54,0,0,0,0,0,0.55,0,0,0,2.7
27,18,0.2,-4.59,0.00953,2.59e-05,Moderately soluble,-5.06,0.00322,8.73e-06,Moderately soluble,-8.08,3.05e-06,8.28e-09,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.81,0,0,0,0,0,0.55,0,0,2,3.22
19,18,0.0,-3.58,0.0704,0.000262,Soluble,-4.25,0.015,5.58e-05,Moderately soluble,-4.07,0.0227,8.45e-05,Moderately soluble,High,No,No,No,No,No,No,No,-6.31,0,0,0,0,0,0.55,0,0,0,2.77
32,12,0.67,-4.94,0.00495,1.14e-05,Moderately soluble,-4.86,0.00603,1.39e-05,Moderately soluble,-4.38,0.0182,4.17e-05,Moderately soluble,High,No,No,No,No,Yes,Yes,Yes,-6.34,0,1,0,0,0,0.55,0,0,2,5.34
29,19,0.38,-5.06,0.00354,8.65e-06,Moderately soluble,-5.84,0.000592,1.45e-06,Moderately soluble,-7.34,1.89e-05,4.61e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.02,0,0,0,0,0,0.55,0,0,2,3.91
22,12,0.29,-2.17,2.18,0.00681,Soluble,-1.51,9.98,0.0312,Very soluble,-4.03,0.0298,9.33e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-8.09,0,0,0,0,0,0.55,0,0,0,2.32
31,16,0.3,-3.74,0.0802,0.000181,Soluble,-4.13,0.0325,7.35e-05,Moderately soluble,-7.42,1.67e-05,3.77e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.53,0,0,0,0,0,0.55,0,0,2,3.34
24,15,0.33,-2.08,2.7,0.00824,Soluble,-1.93,3.81,0.0116,Very soluble,-4.14,0.0236,7.21e-05,Moderately soluble,High,No,No,No,No,No,No,No,-8.2,0,0,0,0,0,0.55,0,0,0,3.01
29,6,0.55,-3.56,0.111,0.000275,Soluble,-3.74,0.0739,0.000183,Soluble,-4.97,0.00436,1.08e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.96,0,0,0,0,0,0.55,0,1,2,3.47
34,21,0.3,-5.54,0.00136,2.87e-06,Moderately soluble,-5.44,0.00173,3.63e-06,Moderately soluble,-8.76,8.31e-07,1.75e-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.16,0,1,0,0,0,0.55,0,0,2,3.89
30,15,0.41,-3.73,0.0762,0.000187,Soluble,-3.37,0.173,0.000424,Soluble,-5.37,0.00174,4.26e-06,Moderately soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.31,0,0,0,0,0,0.55,0,0,1,3.57
28,11,0.35,-3.3,0.201,0.000504,Soluble,-3.26,0.219,0.000549,Soluble,-4.0,0.0398,0.0001,Soluble,High,No,Yes,No,No,No,No,No,-7.42,0,0,0,0,0,0.55,0,0,1,2.9
19,9,0.36,-2.26,1.53,0.00547,Soluble,-1.9,3.48,0.0124,Very soluble,-2.95,0.312,0.00112,Soluble,High,No,No,Yes,No,No,No,No,-7.55,0,0,0,0,0,0.55,0,1,0,2.48
18,6,0.45,-1.35,11.3,0.0447,Very soluble,-1.88,3.31,0.0131,Very soluble,-3.03,0.234,0.000929,Soluble,High,No,No,No,No,No,No,No,-7.58,0,0,0,0,0,0.55,0,0,1,3.17
25,10,0.5,-3.57,0.111,0.00027,Soluble,-3.78,0.0689,0.000167,Soluble,-4.54,0.0118,2.86e-05,Moderately soluble,High,No,No,No,Yes,No,No,Yes,-7.23,0,0,0,0,0,0.55,0,0,2,3.31
35,21,0.29,-5.06,0.00425,8.62e-06,Moderately soluble,-5.28,0.00259,5.26e-06,Moderately soluble,-7.15,3.49e-05,7.08e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.84,0,2,0,0,0,0.55,0,0,1,3.51
29,23,0.09,-5.5,0.00127,3.17e-06,Moderately soluble,-5.44,0.00146,3.65e-06,Moderately soluble,-8.88,5.24e-07,1.31e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.61,0,0,0,0,0,0.55,0,0,2,3.58
24,20,0.11,-4.43,0.0117,3.7e-05,Moderately soluble,-4.47,0.0107,3.37e-05,Moderately soluble,-5.61,0.000778,2.46e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.74,0,0,0,0,0,0.55,0,1,1,3.53
22,11,0.5,-4.81,0.00561,1.55e-05,Moderately soluble,-4.83,0.0054,1.49e-05,Moderately soluble,-7.46,1.26e-05,3.47e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.49,0,0,0,0,0,0.55,0,0,2,2.43
26,11,0.35,-2.23,2.13,0.00587,Soluble,-2.7,0.724,0.00199,Soluble,-3.85,0.0513,0.000141,Soluble,High,No,Yes,No,No,No,No,No,-7.97,0,0,0,0,0,0.56,0,0,2,2.7
23,16,0.2,-2.26,1.83,0.00555,Soluble,-2.33,1.55,0.00468,Soluble,-4.08,0.0277,8.39e-05,Moderately soluble,High,No,No,No,No,No,No,No,-8.11,0,0,0,0,0,0.55,0,0,0,2.99
28,23,0.0,-5.24,0.00225,5.81e-06,Moderately soluble,-5.3,0.00193,5e-06,Moderately soluble,-7.91,4.77e-06,1.23e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-5.59,0,1,0,0,0,0.55,0,1,2,3.7
21,20,0.06,-3.63,0.0655,0.000237,Soluble,-3.21,0.169,0.000613,Soluble,-5.97,0.000293,1.06e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,No,Yes,-6.3,0,0,0,0,0,0.55,0,0,0,2.38
22,15,0.12,-4.08,0.0251,8.35e-05,Moderately soluble,-4.01,0.0292,9.73e-05,Moderately soluble,-7.14,2.18e-05,7.24e-08,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-5.72,0,0,0,0,0,0.55,0,0,0,2.2
21,12,0.19,-5.16,0.00236,6.92e-06,Moderately soluble,-4.78,0.00562,1.65e-05,Moderately soluble,-7.19,2.2e-05,6.47e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.09,1,0,0,0,0,0.55,0,0,1,2.12
24,19,0.11,-4.48,0.0105,3.32e-05,Moderately soluble,-4.85,0.00448,1.42e-05,Moderately soluble,-6.45,0.000112,3.54e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.57,0,0,0,0,0,0.55,0,1,1,3.06
23,12,0.33,-2.99,0.325,0.00103,Soluble,-2.51,0.989,0.00313,Soluble,-4.81,0.00487,1.54e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-7.03,0,0,0,0,0,0.55,0,0,0,3.72
28,17,0.3,-4.68,0.00789,2.1e-05,Moderately soluble,-5.36,0.00165,4.4e-06,Moderately soluble,-6.16,0.000257,6.85e-07,Poorly soluble,High,No,No,Yes,No,Yes,Yes,Yes,-5.97,0,0,0,0,0,0.55,0,0,2,3.5
24,11,0.27,-3.72,0.0753,0.000189,Soluble,-4.01,0.0391,9.81e-05,Moderately soluble,-4.42,0.015,3.78e-05,Moderately soluble,High,No,No,Yes,Yes,Yes,No,Yes,-7.0,0,0,0,0,0,0.55,0,0,1,2.69
24,11,0.37,-5.44,0.00125,3.63e-06,Moderately soluble,-7.35,1.53e-05,4.47e-08,Poorly soluble,-5.6,0.000867,2.52e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,Yes,-4.42,0,0,0,0,1,0.56,0,0,1,3.79
20,9,0.43,-3.57,0.0797,0.000271,Soluble,-4.27,0.0157,5.33e-05,Moderately soluble,-3.6,0.0734,0.000249,Soluble,High,No,No,Yes,Yes,Yes,No,No,-6.03,0,0,0,0,0,0.55,0,0,0,3.39
33,17,0.29,-5.09,0.00391,8.04e-06,Moderately soluble,-6.14,0.000352,7.23e-07,Poorly soluble,-7.46,1.67e-05,3.44e-08,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-6.51,0,2,0,0,0,0.55,0,0,3,4.12
28,5,0.8,-1.51,12.1,0.0312,Very soluble,-0.32,187.0,0.483,Very soluble,-2.56,1.07,0.00278,Soluble,High,No,Yes,No,No,No,No,No,-9.33,0,1,0,0,0,0.55,0,0,1,4.47
25,6,0.58,-4.99,0.00373,1.03e-05,Moderately soluble,-5.2,0.00232,6.36e-06,Moderately soluble,-5.01,0.00359,9.86e-06,Moderately soluble,High,Yes,No,No,Yes,Yes,No,Yes,-5.46,0,0,0,0,0,0.55,0,2,2,4.18
27,15,0.4,-4.29,0.0189,5.12e-05,Moderately soluble,-4.88,0.0049,1.33e-05,Moderately soluble,-6.49,0.000118,3.21e-07,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.2,0,0,0,0,0,0.55,0,0,1,4.03
28,12,0.33,-5.57,0.00102,2.71e-06,Moderately soluble,-5.92,0.000445,1.19e-06,Moderately soluble,-6.72,7.09e-05,1.89e-07,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-4.81,0,0,0,0,1,0.55,1,0,2,4.15
27,15,0.25,-4.27,0.0199,5.43e-05,Moderately soluble,-4.61,0.0091,2.48e-05,Moderately soluble,-6.3,0.000182,4.97e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.2,0,0,0,0,0,0.55,0,0,1,3.16
32,12,0.42,-5.64,0.000998,2.29e-06,Moderately soluble,-6.07,0.000371,8.5e-07,Poorly soluble,-8.39,1.76e-06,4.03e-09,Poorly soluble,High,Yes,Yes,No,Yes,No,No,Yes,-5.49,0,1,0,0,0,0.55,0,0,2,4.69
28,10,0.45,-3.72,0.0809,0.000193,Soluble,-4.79,0.00675,1.61e-05,Moderately soluble,-5.08,0.00347,8.28e-06,Moderately soluble,High,No,No,No,Yes,Yes,No,Yes,-6.98,0,0,0,0,0,0.55,0,0,2,4.32
26,6,0.74,-1.75,6.46,0.018,Very soluble,-0.36,157.0,0.438,Very soluble,-2.4,1.45,0.00403,Soluble,High,No,Yes,No,No,No,No,No,-8.83,0,1,0,0,0,0.55,0,0,1,4.01
24,10,0.29,-4.66,0.00815,2.21e-05,Moderately soluble,-5.22,0.00223,6.03e-06,Moderately soluble,-6.16,0.000255,6.9e-07,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,No,-5.76,0,1,0,1,0,0.55,0,0,2,2.52
26,6,0.71,-3.8,0.0572,0.000159,Soluble,-3.74,0.0662,0.000184,Soluble,-4.25,0.0205,5.68e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.38,0,0,0,0,0,0.55,0,0,1,3.58
24,17,0.18,-3.71,0.0624,0.000194,Soluble,-4.01,0.0315,9.8e-05,Moderately soluble,-6.0,0.000318,9.91e-07,Poorly soluble,High,No,No,Yes,Yes,No,No,No,-6.44,0,0,0,0,0,0.56,0,0,0,3.6
30,23,0.23,-4.3,0.0202,5.02e-05,Moderately soluble,-4.75,0.00711,1.77e-05,Moderately soluble,-8.34,1.84e-06,4.57e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-6.65,0,0,0,0,0,0.56,0,0,1,3.36
33,18,0.35,-3.7,0.0908,0.000201,Soluble,-3.89,0.0577,0.000128,Soluble,-7.59,1.15e-05,2.55e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.65,0,0,0,0,0,0.55,0,0,2,3.67
25,10,0.53,-1.73,6.43,0.0186,Very soluble,-1.67,7.33,0.0212,Very soluble,-3.71,0.0681,0.000197,Soluble,High,No,Yes,No,No,No,No,No,-8.58,0,0,0,0,0,0.55,0,0,0,3.8
26,10,0.47,-2.69,0.72,0.00202,Soluble,-2.57,0.967,0.00271,Soluble,-4.27,0.0191,5.36e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.62,0,0,0,0,0,0.55,0,0,1,3.25
26,11,0.29,-1.63,9.43,0.0235,Very soluble,-2.03,3.76,0.00936,Soluble,-4.37,0.0172,4.28e-05,Moderately soluble,Low,No,Yes,No,No,No,No,No,-9.3,0,0,1,1,1,0.55,0,0,2,3.08
44,23,0.28,-6.87,8.45e-05,1.36e-07,Poorly soluble,-8.57,1.66e-06,2.66e-09,Poorly soluble,-10.77,1.05e-08,1.69e-11,Insoluble,Low,No,Yes,Yes,No,Yes,No,Yes,-6.07,1,4,2,2,2,0.56,0,1,3,4.92
23,16,0.12,-3.98,0.0342,0.000104,Soluble,-4.33,0.0155,4.72e-05,Moderately soluble,-6.7,6.54e-05,1.99e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.14,0,0,0,0,0,0.55,0,0,0,2.64
37,24,0.13,-6.88,6.7e-05,1.31e-07,Poorly soluble,-7.74,9.38e-06,1.83e-08,Poorly soluble,-10.02,4.84e-08,9.46e-11,Insoluble,Low,No,Yes,No,Yes,Yes,No,Yes,-4.86,2,3,0,1,1,0.17,0,2,3,4.27
37,30,0.14,-5.81,0.000766,1.56e-06,Moderately soluble,-6.06,0.000426,8.66e-07,Poorly soluble,-9.29,2.52e-07,5.12e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.09,0,2,0,0,0,0.55,0,0,3,3.72
30,21,0.14,-4.68,0.00932,2.1e-05,Moderately soluble,-4.89,0.00574,1.3e-05,Moderately soluble,-8.16,3.06e-06,6.92e-09,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.71,0,0,0,0,0,0.55,0,0,1,3.26
21,12,0.37,-4.91,0.00346,1.22e-05,Moderately soluble,-5.64,0.000654,2.32e-06,Moderately soluble,-6.57,7.69e-05,2.72e-07,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-4.61,1,0,0,0,0,0.55,1,1,1,2.01
23,9,0.67,-2.56,0.875,0.00273,Soluble,-2.58,0.85,0.00265,Soluble,-2.34,1.45,0.00453,Soluble,High,No,Yes,No,No,No,No,No,-7.45,0,1,0,0,0,0.55,0,0,0,3.12
20,17,0.06,-3.5,0.0822,0.000313,Soluble,-3.34,0.12,0.000456,Soluble,-6.0,0.00026,9.91e-07,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,0,0,2.95
18,12,0.0,-3.54,0.0741,0.00029,Soluble,-3.9,0.0322,0.000126,Soluble,-5.08,0.00215,8.41e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.89,0,0,0,0,0,0.55,0,0,0,2.36
22,11,0.4,-3.29,0.164,0.000512,Soluble,-4.1,0.0257,8.03e-05,Moderately soluble,-4.39,0.0131,4.1e-05,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.5,0,0,0,0,0,0.55,0,0,0,2.96
20,5,0.58,-3.95,0.046,0.000113,Soluble,-4.1,0.0321,7.86e-05,Moderately soluble,-5.02,0.00393,9.64e-06,Moderately soluble,High,No,Yes,No,Yes,No,No,Yes,-6.92,0,0,0,0,0,0.55,0,0,1,3.59
21,12,0.24,-3.54,0.0811,0.000287,Soluble,-3.67,0.0604,0.000214,Soluble,-5.69,0.000576,2.04e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-5.93,0,0,0,0,0,0.55,0,0,0,2.26
30,12,0.42,-5.01,0.00413,9.68e-06,Moderately soluble,-4.93,0.00507,1.19e-05,Moderately soluble,-6.86,5.85e-05,1.37e-07,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-5.94,0,0,0,0,0,0.55,0,0,2,3.03
22,19,0.0,-4.51,0.00888,3.11e-05,Moderately soluble,-4.67,0.00613,2.15e-05,Moderately soluble,-5.79,0.000468,1.64e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.42,0,0,0,0,0,0.55,0,0,1,2.41
29,6,0.65,-3.63,0.103,0.000235,Soluble,-4.05,0.0393,8.91e-05,Moderately soluble,-5.49,0.00142,3.23e-06,Moderately soluble,High,No,Yes,No,Yes,No,No,Yes,-7.6,0,0,0,0,0,0.55,0,0,1,5.07
17,6,0.55,-2.61,0.797,0.00247,Soluble,-2.29,1.67,0.00517,Soluble,-3.9,0.0407,0.000126,Soluble,High,Yes,No,Yes,Yes,No,No,No,-7.32,0,0,0,0,0,0.55,0,0,0,2.56
28,6,0.47,-2.23,2.29,0.0059,Soluble,-2.99,0.398,0.00102,Soluble,-3.94,0.0445,0.000115,Soluble,High,No,Yes,No,No,No,No,No,-8.05,0,0,1,0,0,0.55,0,0,2,2.95
28,17,0.19,-4.07,0.0318,8.46e-05,Moderately soluble,-4.17,0.0257,6.84e-05,Moderately soluble,-6.9,4.73e-05,1.26e-07,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.65,0,0,0,0,0,0.55,0,0,1,3.59
26,21,0.14,-5.18,0.00227,6.62e-06,Moderately soluble,-5.68,0.000713,2.08e-06,Moderately soluble,-7.13,2.54e-05,7.43e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.07,0,0,0,0,0,0.55,0,0,1,3.39
24,16,0.0,-4.78,0.00625,1.65e-05,Moderately soluble,-5.31,0.00187,4.93e-06,Moderately soluble,-7.31,1.87e-05,4.93e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.1,0,0,0,0,0,0.55,0,0,2,2.8
22,18,0.06,-3.72,0.0561,0.000192,Soluble,-4.04,0.0266,9.11e-05,Moderately soluble,-6.33,0.000138,4.73e-07,Poorly soluble,High,No,No,Yes,No,No,Yes,Yes,-6.22,0,0,0,0,0,0.55,0,0,0,2.44
19,15,0.21,-3.9,0.0323,0.000127,Soluble,-4.4,0.0103,4.03e-05,Moderately soluble,-4.94,0.00294,1.15e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.58,0,0,0,0,0,0.55,0,0,0,2.86
26,14,0.18,-3.96,0.0433,0.00011,Soluble,-5.07,0.0033,8.42e-06,Moderately soluble,-4.95,0.00441,1.12e-05,Moderately soluble,Low,No,No,No,Yes,Yes,No,Yes,-6.8,0,0,0,0,0,0.55,0,0,1,2.96
29,23,0.09,-5.1,0.00307,7.99e-06,Moderately soluble,-5.01,0.00376,9.77e-06,Moderately soluble,-8.35,1.7e-06,4.43e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.77,0,0,0,0,0,0.55,0,0,2,3.28
28,15,0.29,-4.87,0.00535,1.34e-05,Moderately soluble,-5.15,0.00281,7.02e-06,Moderately soluble,-6.87,5.42e-05,1.35e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.8,0,0,0,0,0,0.55,0,0,2,3.21
21,15,0.15,-3.34,0.14,0.000458,Soluble,-3.95,0.0342,0.000112,Soluble,-5.62,0.000724,2.38e-06,Moderately soluble,High,No,Yes,Yes,No,No,Yes,Yes,-6.57,0,0,0,0,0,0.55,0,0,0,2.82
